,CID,SID,Solubility_at_pH_7_4,target,Efficacy
20942,2993972,49736951,0.4,1,99.5688
20947,2993447,47199521,35.5,1,144.895
21001,2991601,49665080,42.5,1,133.642
21019,2990846,49665069,28.0,1,170.644
21082,2988586,47203417,43.1,1,121.49
21095,2988004,47198790,15.3,1,135.358
21112,2987515,47203566,4.1,1,127.048
21121,2987207,49678873,49.1,1,127.668
21133,2986969,24817711,47.7,1,118.028
21136,2986747,47198933,25.9,1,141.5
21184,2985399,47198714,47.7,1,136.71
21196,2985157,47204120,46.7,1,154.085
21210,2984719,49670058,44.7,1,174.488
21213,2984647,24793952,46.4,1,129.76
21218,2984048,24794047,28.2,1,91.0358
21221,2983954,24794351,17.0,1,105.188
21223,2983868,47198981,39.0,1,142.759
21224,2983863,24792362,39.5,1,87.9209
21234,2983154,24796362,37.9,1,110.638
21235,2983131,24796359,45.2,1,111.06
21244,2982241,24786344,0.7,1,101.989
21251,2981868,24797300,49.3,1,108.206
21252,2981779,49816774,33.8,1,127.803
21253,2981778,24796551,29.1,1,127.719
21255,2981748,24796553,31.4,1,102.128
21267,2981070,24793948,32.2,1,110.998
21270,2980875,24796287,19.1,1,115.161
21273,2980702,24796985,0.8,1,81.2677
21283,2980383,49733837,48.4,1,175.561
21288,2980204,47198136,14.5,1,134.814
21297,2979626,49727732,48.0,1,213.443
21298,2979574,24795438,50.5,1,123.082
21301,2979337,47199119,46.8,1,140.657
21312,2978697,24794498,19.4,1,99.357
21331,2977842,24783505,27.0,1,133.565
21339,2977357,24794677,54.2,1,118.73
21345,2977083,24794341,45.6,1,147.347
21372,2975846,24794284,35.7,1,98.5065
21376,2975702,47199622,42.1,1,146.133
21385,2975229,24795278,46.1,1,86.8269
21390,2975130,24794813,1.4,1,126.044
21407,2974702,47199643,8.7,1,118.376
21417,2974465,47199856,48.0,1,107.726
21433,2973939,24791075,11.0,1,93.8612
21434,2973830,24780537,37.3,1,119.69
21439,2973609,49641200,1.5,1,140.14
21447,2972954,24795572,23.3,1,119.097
21450,2972714,24796003,26.3,1,107.177
21456,2972188,47196705,47.4,1,188.561
21462,2972068,47201906,5.3,1,172.153
21466,2971918,47196424,30.9,1,125.064
21483,2971387,24782390,42.1,1,96.3358
21489,2971270,47196376,43.9,1,137.011
21499,2971096,47196761,1.5,1,128.272
21521,2970586,24794784,34.9,1,87.6304
21532,2970340,49823802,0.7,1,123.771
21533,2970324,49827102,0.3,1,113.309
21548,2969896,24795339,18.0,1,171.164
21557,2969508,47194839,1.8,1,76.2557
21562,2969322,24795356,40.7,1,100.087
21563,2969306,24795359,6.8,1,132.455
21572,2968856,24794852,41.4,1,136.321
21583,2968289,49815883,13.2,1,129.747
21616,2966711,49670885,50.2,1,146.201
21622,2966393,24795785,40.9,1,110.214
21648,2964461,49723815,2.3,1,154.957
21662,2963805,24793077,1.7,1,78.8974
21663,2963793,24792918,13.3,1,98.9733
21669,2963517,49730148,13.2,1,138.509
21672,2963372,49723727,2.3,1,148.436
21676,2963348,24782138,36.3,1,165.298
21693,2962267,49641210,44.6,1,193.254
21703,2961620,24792968,50.3,1,109.833
21705,2961397,24792703,49.8,1,127.97
21706,2961328,24792740,45.1,1,120.957
21708,2961154,24792743,25.7,1,127.241
21712,2961051,24792617,42.6,1,125.318
21735,2960215,24796027,36.5,1,106.178
21743,2959805,47196368,0.4,1,181.881
21745,2959679,24794238,47.6,1,104.898
21746,2959658,24793971,3.4,1,111.704
21750,2959576,24794109,1.8,1,121.919
21775,2958354,24785270,36.0,1,91.5507
21787,2957676,24789264,31.7,1,79.6116
21795,2957378,24797449,42.4,1,99.0821
21819,2956407,49646513,45.8,1,151.425
21853,2955141,24803711,12.2,1,137.427
21874,2953743,24787048,15.0,1,111.667
21882,2953277,49649302,36.3,1,107.975
21892,2952491,49667546,0.8,1,156.015
21905,2951934,49644156,3.3,1,125.735
21926,2949203,47196524,26.8,1,152.777
21928,2948868,47196422,14.9,1,148.581
21929,2948867,47197043,14.0,1,137.646
21960,2947325,24786644,6.1,1,134.084
21978,2945478,47196513,0.9,1,190.113
21979,2945343,24786642,50.3,1,101.58
21980,2945330,47196231,0.4,1,90.5536
21999,2944133,47201960,52.4,1,167.665
22000,2943979,47202247,46.0,1,150.245
22040,2939673,49668494,2.1,1,104.589
22064,2937007,24795929,15.9,1,137.488
22073,2936074,47196474,4.1,1,144.002
22076,2935861,24795844,35.1,1,151.655
22077,2935814,47196752,45.0,1,141.704
22080,2935572,47202350,53.9,1,142.092
22081,2935561,47196461,46.7,1,144.331
22082,2935550,24796059,35.1,1,145.375
22083,2935513,47196975,51.2,1,148.949
22084,2935506,24796051,17.2,1,135.85
22087,2935378,24796023,53.9,1,157.234
22088,2935293,47196588,32.2,1,138.133
22090,2934973,24787758,47.7,1,134.949
22091,2934712,47196460,34.6,1,142.915
22094,2934186,47196503,41.7,1,150.867
22095,2934159,47201884,44.5,1,142.638
22096,2934119,47196753,42.5,1,166.563
22101,2933676,47196623,43.2,1,150.426
22109,2933163,49644296,1.1,1,152.507
22122,2932429,47196270,3.5,1,264.374
22133,2931685,24793289,43.2,1,135.133
22146,2930961,49670169,33.4,1,185.801
22158,2929963,24789072,33.9,1,79.9556
22167,2929394,49643894,48.7,1,120.247
22192,2927350,24788288,42.0,1,90.3492
22193,2927275,49646894,45.7,1,177.8
22197,2926831,47200887,51.7,1,129.063
22218,2923479,47196730,39.5,1,160.475
22220,2923269,47201980,45.8,1,153.448
22223,2922618,47196725,30.8,1,148.485
22224,2922439,24792608,23.3,1,138.31
22239,2920461,49670172,4.2,1,146.276
22247,2919611,49666792,5.7,1,164.284
22248,2919324,47204358,7.3,1,166.566
22256,2918437,7974422,41.1,1,137.917
22263,2917512,49668562,45.2,1,138.709
22267,2916972,24808551,39.7,1,145.099
22292,2914631,47204803,0.2,1,161.566
22310,2913083,24797867,53.3,1,116.438
22323,2911561,49719040,50.5,1,183.426
22334,2909808,24809766,36.0,1,115.798
22341,2909035,24805075,9.2,1,98.7969
22344,2908732,49732305,41.8,1,105.364
22347,2908676,49718977,46.9,1,112.19
22348,2908637,49737112,48.2,1,129.995
22359,2907454,47199068,4.5,1,84.255
22372,2905521,49669164,12.4,1,105.904
22378,2905142,24788535,44.4,1,156.499
22382,2904911,49645047,17.9,1,113.209
22385,2904476,47203815,15.2,1,190.494
22386,2904045,26671616,7.8,1,173.876
22392,2903122,47200666,4.4,1,132.987
22395,2902955,24801630,46.7,1,127.497
22455,2896685,24800870,43.1,1,103.775
22494,2890514,49667743,22.5,1,145.928
22499,2890303,49648762,46.8,1,151.363
22502,2889869,49725470,52.9,1,75.6291
22510,2889223,47204090,42.6,1,139.716
22516,2888897,49665481,49.1,1,139.756
22521,2888407,47202263,54.0,1,157.534
22523,2888027,47202324,54.2,1,162.588
22530,2887176,24803284,5.0,1,134.627
22531,2887106,24780630,43.9,1,152.273
22537,2886575,49733635,49.0,1,156.872
22542,2886102,47198419,19.6,1,182.146
22575,2882051,47197914,33.6,1,141.923
22586,2881454,24789978,52.5,1,130.813
22602,2879378,24801898,49.3,1,80.39
22606,2878297,24788977,36.3,1,131.89
22627,2876608,24792252,44.2,1,144.521
22631,2876268,24801749,40.5,1,122.303
22641,2875468,24792258,36.8,1,130.717
22648,2874547,24802044,38.6,1,97.999
22675,2872194,24802463,13.0,1,138.119
22683,2871180,24821011,16.8,1,124.889
22685,2870987,24785002,3.5,1,131.322
22711,2868890,26665908,41.4,1,137.15
22722,2867689,24822816,27.1,1,126.039
22735,2866923,47203082,33.1,1,159.833
22736,2866921,47204626,4.5,1,157.261
22738,2866595,47202831,29.9,1,196.07
22739,2866437,47204834,34.1,1,171.859
22743,2865916,47196840,43.9,1,192.0
22747,2865744,24784178,27.0,1,115.532
22748,2865694,47197045,47.0,1,182.159
22756,2865083,24786866,11.7,1,123.191
22763,2863955,24811021,3.3,1,85.6627
22768,2863233,24809929,49.4,1,125.08
22769,2862691,47201944,1.8,1,145.974
22784,2860885,24782699,7.2,1,115.485
22791,2860033,17412241,56.3,1,129.51
22814,2857887,47202843,34.8,1,147.835
22866,2853709,24809377,38.4,1,148.852
22883,2852313,47199464,19.5,1,168.505
22891,2851209,47199462,51.5,1,161.356
22892,2851153,47199428,45.4,1,164.378
22910,2849387,47203715,44.9,1,145.538
22922,2848730,24806760,13.4,1,137.965
22924,2848544,47199404,42.1,1,150.994
22927,2848306,47198405,47.5,1,155.976
22931,2847975,47198277,44.3,1,151.332
22932,2847946,47198260,5.9,1,219.18
22936,2847238,47198650,49.5,1,167.443
22937,2847188,47198226,56.4,1,154.595
22949,2846385,47198345,27.1,1,105.509
22961,2845974,47198772,31.0,1,151.173
22962,2845965,47198555,32.1,1,211.242
22964,2845822,47198571,19.3,1,144.5
22966,2845686,47201930,23.1,1,153.208
22967,2845669,47202388,27.8,1,153.354
22968,2845539,47202266,35.3,1,156.738
22970,2845240,47198535,44.2,1,93.2964
22983,2843930,47202345,25.5,1,157.462
22990,2843833,47198351,45.4,1,163.703
22991,2843814,47198517,23.3,1,194.499
22992,2843775,47198880,51.4,1,187.443
22995,2843672,47198882,26.4,1,185.635
22996,2843633,49644292,44.8,1,136.995
23009,2842992,26667223,47.8,1,85.7971
23019,2842434,49643302,1.2,1,125.314
23030,2841517,47203689,21.8,1,78.4803
23038,2840997,47201557,42.1,1,128.312
23044,2840496,47202531,11.2,1,131.565
23063,2839125,24823459,21.3,1,149.643
23073,2838539,47198596,25.5,1,168.193
23074,2838498,49679334,2.0,1,148.168
23077,2838057,47198826,3.1,1,140.461
23081,2837631,47198781,25.5,1,205.501
23095,2836734,49678972,46.6,1,97.5673
23101,2836605,49665235,29.5,1,135.0
23102,2836593,47203812,43.3,1,150.668
23116,2836058,24784540,3.3,1,104.509
23125,2835326,49642746,45.9,1,141.88
23173,2831581,24817746,49.2,1,178.499
23177,2831285,49665453,39.8,1,122.276
23200,2830085,26659064,62.6,1,92.7204
23205,2829688,17431627,14.9,1,145.478
23232,2827725,24789856,46.4,1,92.563
23234,2827527,24811236,24.1,1,105.113
23235,2827513,47201746,12.4,1,124.909
23250,2826651,26729885,5.8,1,120.134
23266,2826085,26729889,18.3,1,143.455
23282,2825309,24836004,0.3,1,181.095
23304,2823829,26729177,2.8,1,105.735
23308,2823735,26728886,7.1,1,153.321
23311,2823681,49680057,4.2,1,151.503
23312,2823673,26729652,2.2,1,133.801
23313,2823672,49671822,1.7,1,156.532
23314,2823668,26729208,2.2,1,91.3579
23315,2823660,26729241,27.3,1,126.897
23316,2823650,26729739,0.8,1,116.477
23317,2823648,49672139,0.9,1,153.823
23318,2823642,49671898,0.8,1,134.482
23331,2823539,26729302,54.4,1,111.187
23345,2823252,26729204,2.6,1,119.723
23373,2822578,26730692,0.7,1,99.5674
23384,2822093,26731397,16.8,1,106.875
23400,2821506,26728270,50.6,1,133.721
23401,2821484,26728271,39.6,1,122.078
23406,2821359,26731643,14.8,1,100.045
23412,2821101,26727960,4.0,1,66.1999
23414,2821091,26727861,46.7,1,136.86
23463,2819709,26726765,20.9,1,142.684
23468,2819658,26726601,28.9,1,117.076
23497,2819305,26729789,29.6,1,91.0683
23518,2819095,26726898,33.6,1,148.988
23539,2818928,26728775,2.1,1,88.0462
23572,2818650,26730106,3.1,1,108.758
23584,2818457,11532891,35.6,1,142.808
23594,2817722,26671419,9.4,1,96.0121
23616,2817019,26731694,19.1,1,151.979
23636,2816672,26728161,1.2,1,105.083
23643,2816630,26729986,0.3,1,107.997
23647,2816609,26729955,31.2,1,133.11
23654,2816564,26726693,51.7,1,114.121
23657,2816518,26729837,1.7,1,94.9381
23679,2816375,49672288,23.5,1,126.746
23686,2816266,26731500,31.4,1,106.539
23694,2816129,26730321,2.6,1,124.989
23718,2815935,26730167,43.8,1,109.661
23731,2815828,26730158,24.8,1,126.145
23762,2815628,49672348,9.4,1,129.131
23764,2815626,26726943,30.6,1,134.827
23766,2815620,49672354,39.2,1,142.013
23771,2815595,49671915,37.4,1,170.668
23775,2815560,49672353,43.4,1,143.864
23820,2815207,49679994,42.5,1,194.57
23832,2815107,26731686,50.7,1,164.653
23840,2815019,26728285,39.1,1,89.1529
23859,2814788,26729912,28.1,1,98.9393
23893,2814336,26731369,0.6,1,141.477
23908,2814216,26731336,12.0,1,172.09
23909,2814211,26726527,0.3,1,92.3792
23930,2814057,49672162,38.3,1,111.126
23940,2813991,26731268,52.8,1,132.35
23977,2813626,26731514,0.4,1,98.0474
23978,2813625,26730274,8.2,1,141.592
23980,2813615,50085648,46.4,1,90.84
23985,2813585,50085634,56.1,1,164.192
23995,2813498,26726591,0.7,1,104.824
24023,2813373,26731180,41.3,1,117.327
24037,2813253,26726437,24.1,1,131.133
24041,2813221,50086394,50.2,1,160.397
24058,2813124,49672376,46.5,1,135.329
24063,2813091,26726746,0.7,1,125.887
24064,2813088,26726434,0.4,1,119.82
24066,2813076,26726744,0.8,1,120.148
24080,2812985,26731032,37.1,1,114.625
24097,2812887,26726482,25.0,1,148.773
24098,2812886,26726554,16.7,1,126.61
24099,2812885,26726481,34.7,1,109.409
24101,2812875,26730136,21.1,1,133.009
24103,2812871,26730135,0.4,1,126.629
24133,2812763,26731001,42.8,1,119.219
24158,2812683,26731396,6.3,1,130.166
24159,2812681,26727989,0.4,1,128.809
24171,2812599,26728722,8.7,1,88.3352
24175,2812580,26728672,11.5,1,130.878
24176,2812576,26728104,9.5,1,121.484
24177,2812572,26728682,0.3,1,128.899
24178,2812570,26728680,17.2,1,114.59
24184,2812501,26726442,25.2,1,137.794
24185,2812498,26726443,6.7,1,147.764
24186,2812487,26726767,1.2,1,111.739
24187,2812486,26726445,10.9,1,165.998
24188,2812483,26726446,14.3,1,128.814
24197,2812426,26726449,7.2,1,141.19
24200,2812381,26726487,9.1,1,119.962
24201,2812375,26726996,17.6,1,101.35
24202,2812370,26726994,17.1,1,129.151
24203,2812367,26726486,11.1,1,141.506
24214,2812296,26731018,1.7,1,119.07
24232,2812151,26727004,21.1,1,110.006
24233,2812147,26727003,13.3,1,135.509
24234,2812146,26727002,4.0,1,86.0712
24235,2812132,26726652,13.5,1,128.565
24243,2812075,26729218,37.4,1,88.5638
24252,2811999,26728720,17.7,1,126.942
24254,2811990,26726458,0.2,1,116.537
24255,2811989,26728719,1.1,1,119.357
24256,2811986,26728708,10.9,1,123.947
24262,2811928,26726937,4.3,1,96.4098
24280,2811813,26731535,33.5,1,122.545
24281,2811811,26731408,11.6,1,127.37
24282,2811807,26731536,28.3,1,105.987
24283,2811806,26731537,35.5,1,125.471
24292,2811740,26726466,10.3,1,94.678
24323,2811478,49672402,0.6,1,110.691
24325,2811461,26728412,7.8,1,107.873
24326,2811458,26728420,11.2,1,119.518
24334,2811392,49672181,45.2,1,152.615
24335,2811344,26727874,21.2,1,128.269
24336,2811341,26728226,25.6,1,109.204
24337,2811332,26727967,20.4,1,118.195
24338,2811331,26728227,21.7,1,123.672
24339,2811329,26728229,32.6,1,108.415
24340,2811327,26726464,0.3,1,130.713
24344,2811300,49672297,21.3,1,157.893
24355,2811209,26726932,21.8,1,127.129
24366,2811038,26731040,53.5,1,83.1208
24370,2811011,26726719,36.6,1,108.785
24371,2811009,26726720,28.6,1,100.035
24379,2810947,26726517,32.7,1,126.543
24387,2810930,49671372,5.2,1,171.196
24422,2810627,26726505,46.7,1,100.671
24447,2810379,26728767,46.4,1,86.0683
24461,2810212,26728733,5.3,1,136.578
24468,2810151,49679990,0.9,1,130.196
24478,2810063,26729191,2.6,1,119.476
24479,2810062,26731691,4.5,1,107.009
24480,2810061,26731437,7.3,1,136.811
24489,2809944,49671421,44.8,1,113.368
24494,2809890,26729370,3.3,1,117.828
24518,2809655,26731306,46.7,1,135.025
24543,2809431,26729155,0.7,1,124.077
24545,2809401,26729431,33.9,1,135.025
24607,2808118,26729386,36.9,1,121.808
24623,2807475,49671381,40.3,1,156.082
24633,2807234,26731714,1.7,1,132.221
24634,2807230,49680194,27.3,1,146.185
24636,2807008,49671578,41.8,1,152.194
24642,2806492,26728492,3.4,1,106.85
24660,2806286,26728422,44.9,1,129.69
24662,2806283,26728098,38.5,1,127.556
24684,2805940,26728615,1.1,1,82.6125
24755,2804980,26728433,51.1,1,88.4313
24764,2804858,26729199,16.9,1,143.141
24792,2804057,26731459,0.4,1,86.0907
24796,2803910,49671412,19.2,1,112.798
24803,2803657,26727828,30.7,1,135.865
24812,2803212,26727844,1.1,1,103.286
24815,2803185,26731485,11.9,1,169.622
24818,2803152,26730473,37.3,1,125.375
24836,2802638,26730644,50.7,1,89.3469
24841,2802516,49671405,14.7,1,143.627
24856,2802190,26730618,37.6,1,142.167
24858,2801983,26731335,2.0,1,135.028
24859,2801981,26728638,0.2,1,150.119
24867,2801573,49671976,37.3,1,162.901
24868,2801572,26728094,39.7,1,91.5939
24871,2801528,26728631,47.9,1,116.829
24875,2801413,26726701,34.9,1,123.94
24876,2801356,49671356,5.1,1,143.142
24879,2801279,49672188,37.4,1,136.705
24883,2801236,26727035,5.6,1,124.041
24884,2801223,26726401,0.2,1,122.401
24936,2799461,26728535,33.6,1,95.0128
24970,2797460,26731732,30.9,1,120.559
24976,2797222,26728402,33.3,1,172.7
24977,2797189,26728401,27.8,1,157.529
24984,2796934,26728396,8.5,1,173.723
24986,2796666,26728548,37.9,1,117.834
25003,2795752,49671243,30.4,1,100.617
25013,2794667,24832418,33.9,1,136.058
25023,2792755,49680187,40.6,1,153.562
25025,2792409,49641168,36.8,1,118.805
25043,2790527,49670100,0.7,1,182.825
25059,2789706,26658344,44.1,1,156.26
25069,2788822,26658603,0.2,1,131.01
25086,2788330,49666365,39.8,1,134.314
25087,2788327,24785147,36.4,1,86.9448
25091,2788163,26726216,43.5,1,130.633
25093,2788032,49667199,28.8,1,130.785
25098,2787512,26658481,4.1,1,197.734
25104,2787144,26659241,9.2,1,122.739
25107,2787058,49641377,34.3,1,98.8348
25116,2784136,26726411,0.7,1,123.871
25117,2783525,49732787,15.3,1,208.899
25126,2779169,49671871,9.1,1,138.114
25127,2779081,26660760,29.3,1,145.945
25141,2778109,24834794,41.6,1,111.141
25152,2776317,24833625,31.7,1,98.116
25157,2775269,26731700,19.7,1,126.665
25168,2774370,49671228,0.7,1,112.947
25173,2773193,24822839,15.0,1,106.042
25180,2772496,24782829,45.2,1,152.57
25181,2772440,49649303,44.8,1,136.88
25182,2772435,24789524,34.1,1,122.78
25195,2771128,49678114,42.4,1,139.84
25196,2771069,24815553,26.9,1,125.669
25198,2771030,49677665,16.6,1,97.0912
25208,2770839,24809866,33.3,1,115.278
25211,2770289,49642020,45.3,1,100.517
25225,2769371,24835934,28.6,1,119.978
25231,2769040,24821900,4.8,1,127.018
25246,2768421,24818300,13.0,1,147.428
25260,2768203,24820376,28.3,1,116.884
25275,2767882,24824358,9.7,1,150.645
25302,2767579,49666297,33.3,1,139.802
25303,2767481,49666095,0.7,1,113.211
25304,2767304,24822540,32.3,1,109.224
25322,2766567,49665723,43.6,1,149.746
25353,2765774,24819782,37.0,1,113.683
25380,2764198,24819985,4.4,1,141.585
25393,2763900,49666620,44.2,1,151.491
25413,2757789,26665176,31.6,1,126.35
25420,2748280,26665572,39.9,1,83.7016
25468,2746571,26730844,32.3,1,124.275
25494,2745800,26730683,33.2,1,82.1867
25509,2745456,26729257,31.8,1,112.379
25567,2744585,26729753,17.7,1,126.599
25609,2743870,26726822,35.7,1,153.989
25615,2743628,26729105,36.8,1,126.466
25616,2743626,50086413,46.2,1,137.535
25618,2743615,26729607,29.3,1,154.079
25620,2743573,26729103,16.5,1,154.243
25645,2743305,26728849,11.1,1,132.447
25652,2743162,26729802,10.3,1,129.685
25668,2742916,26731415,39.7,1,114.605
25705,2742216,26727241,1.4,1,145.823
25710,2742152,26727457,34.2,1,143.001
25731,2741355,26727477,5.3,1,90.2669
25742,2741159,26726519,0.2,1,135.766
25784,2740600,49671210,36.8,1,131.755
25792,2740205,26727265,0.2,1,127.448
25815,2739786,26731735,41.6,1,129.471
25843,2739274,26727183,8.2,1,133.312
25857,2739124,26731483,14.9,1,89.6733
25858,2739119,50085572,0.8,1,241.078
25878,2738853,50086552,20.4,1,144.324
25931,2738327,26730353,40.7,1,108.826
25974,2738053,26730842,4.4,1,85.8418
25977,2737943,26730378,23.3,1,117.741
25982,2737866,26730376,0.2,1,83.9671
25986,2737842,26730598,1.8,1,111.332
26012,2736441,26728695,27.9,1,128.58
26022,2735746,26729319,11.0,1,138.443
26027,2735277,26731690,32.8,1,123.374
26032,2733208,8139937,25.7,1,152.008
26034,2733053,26730373,35.0,1,92.6791
26036,2733001,26730570,21.4,1,137.464
26037,2732963,26730579,49.5,1,90.6765
26047,2732785,26726809,38.9,1,114.097
26049,2732777,26729078,44.8,1,73.8972
26068,2732531,26730120,15.1,1,116.829
26094,2732119,26730144,12.6,1,84.2336
26097,2732048,26730080,41.2,1,129.91
26102,2731984,26730707,0.4,1,89.6294
26103,2731967,26730656,2.1,1,131.557
26104,2731964,26730655,18.1,1,132.815
26121,2731753,26731520,45.3,1,141.474
26122,2731723,26731114,43.4,1,192.873
26144,2731365,26731601,27.3,1,94.3645
26165,2731237,26727100,41.6,1,131.649
26187,2731000,26731602,16.4,1,104.478
26188,2730997,26727430,23.8,1,124.481
26198,2730458,26727751,10.5,1,131.29
26213,2730136,26727770,29.6,1,128.316
26244,2729520,49672102,44.0,1,184.869
26245,2729517,26727402,23.5,1,145.163
26259,2729195,50085543,43.4,1,165.626
26277,2728466,26727226,45.9,1,131.672
26279,2728458,49671668,49.7,1,107.608
26286,2728369,26727679,1.8,1,115.106
26296,2728052,26727687,7.8,1,98.0059
26345,2726984,26730746,5.3,1,107.196
26355,2726926,26730402,35.5,1,99.737
26395,2726660,26731710,32.3,1,140.418
26400,2726567,26727152,42.8,1,102.886
26401,2726555,26731526,32.6,1,112.613
26424,2726246,49671533,1.6,1,101.578
26425,2726233,26727824,23.4,1,118.261
26428,2726217,26727314,16.9,1,93.3034
26430,2726174,26727318,32.5,1,123.1
26433,2726113,26731558,32.6,1,120.271
26435,2726102,26727853,1.3,1,115.011
26449,2725932,26730228,38.4,1,115.744
26453,2725868,26729003,32.4,1,117.302
26457,2725833,26731627,2.8,1,120.075
26466,2725676,26731709,7.4,1,97.2332
26481,2725390,26728813,36.8,1,135.291
26483,2725336,49671755,23.3,1,185.507
26497,2723891,56463636,27.5,1,145.466
26519,2712501,24795123,1.0,1,110.27
26565,2688219,49678187,17.6,1,144.569
26616,2669855,57265386,10.1,1,93.9411
26621,2668546,49677720,34.9,1,154.269
26630,2666516,24784226,12.9,1,141.249
26731,2620735,49672730,10.3,1,169.921
26737,2616176,49676060,10.7,1,97.2348
26762,2604242,49677775,41.8,1,75.1353
26793,2594420,24827190,41.9,1,139.511
26833,2579979,24831278,49.3,1,112.344
26847,2577565,24826280,43.1,1,171.452
26864,2575166,49672551,12.5,1,88.6254
26869,2574382,24831201,5.2,1,124.315
26915,2569414,24831017,5.9,1,124.218
26954,2565934,24832509,7.7,1,142.561
26955,2565899,49680912,2.1,1,99.9785
26971,2564498,24836117,3.3,1,80.5196
26996,2561880,24831082,27.5,1,85.1447
27007,2560609,24839311,24.5,1,132.534
27010,2560387,24839369,12.2,1,123.032
27012,2560197,26670173,26.3,1,129.268
27046,2556847,49672669,48.2,1,141.851
27061,2554659,49672617,9.3,1,197.202
27065,2554237,24831847,45.8,1,93.5252
27092,2548868,49676885,18.9,1,113.911
27114,2546421,49680373,4.4,1,155.614
27115,2546244,24835823,24.2,1,121.665
27124,2545261,3717614,2.4,1,131.614
27133,2544846,49680783,33.3,1,144.135
27135,2544792,26657621,12.8,1,75.1957
27141,2543155,26657450,0.4,1,131.981
27192,2536119,49665616,12.5,1,122.29
27199,2535004,24832103,47.3,1,131.308
27211,2533954,24828444,45.1,1,127.644
27216,2533409,24828447,44.6,1,116.923
27226,2532639,24831418,9.2,1,107.059
27238,2531799,24826404,26.8,1,166.431
27240,2531524,24826300,0.2,1,108.649
27241,2531339,49676270,23.4,1,155.662
27243,2531134,24837629,52.4,1,123.154
27249,2529983,49679897,33.3,1,156.635
27274,2526913,49680068,49.6,1,115.163
27276,2526776,24832869,30.9,1,76.2116
27277,2526775,24838164,28.7,1,134.887
27294,2525116,57267703,53.6,1,121.529
27329,2521169,49674281,6.4,1,167.12
27332,2520863,49678087,6.2,1,126.502
27339,2519122,24835702,45.6,1,100.515
27341,2518528,49678382,47.8,1,132.889
27345,2517678,24831314,4.5,1,98.0295
27353,2516747,22404601,51.1,1,164.835
27361,2514277,24826394,46.5,1,128.32
27369,2512392,24835110,44.5,1,105.139
27400,2506041,24835699,29.5,1,113.242
27433,2496612,49677613,29.6,1,120.4
27435,2496326,49677521,22.8,1,138.528
27449,2492387,24830478,27.6,1,134.346
27454,2491304,26658002,28.8,1,134.129
27471,2488340,22411474,29.0,1,144.725
27474,2487110,49734251,31.7,1,142.562
27490,2484138,24831741,4.7,1,124.373
27492,2484010,49672656,42.6,1,107.396
27513,2480964,24827034,52.3,1,82.3015
27516,2480569,49680546,50.6,1,147.046
27519,2480244,49675260,16.7,1,154.019
27521,2479901,49680169,44.0,1,173.197
27528,2478581,24837607,23.9,1,124.688
27540,2477775,24829898,42.1,1,83.5928
27543,2477385,24830373,37.7,1,89.7541
27551,2476694,24829503,33.7,1,107.718
27563,2475655,24831680,35.7,1,162.974
27564,2475628,24831279,8.5,1,160.01
27580,2474612,49680553,40.3,1,119.463
27598,2472630,24826118,46.9,1,151.386
27630,2469443,24827032,2.6,1,107.405
27646,2467896,24826722,25.9,1,126.29
27653,2466853,49674831,5.7,1,160.184
27655,2466747,26657715,25.1,1,101.025
27673,2465521,24826714,31.0,1,136.111
27674,2465409,49676168,51.4,1,155.447
27677,2465035,49674285,0.5,1,147.833
27678,2464957,24826848,32.2,1,168.1
27687,2464348,24831978,12.5,1,137.22
27718,2462270,24827652,52.1,1,112.746
27737,2461309,24826776,5.0,1,78.4942
27746,2460784,49674839,19.9,1,151.147
27750,2460275,24836645,26.6,1,134.163
27769,2457247,24837864,41.0,1,116.513
27775,2456357,49674715,41.3,1,88.8444
27777,2456191,49675812,35.1,1,116.406
27782,2455907,49674836,37.3,1,127.749
27788,2455483,49674829,18.7,1,148.645
27793,2454984,24836563,2.4,1,107.248
27796,2454463,49674814,5.9,1,118.447
27806,2453571,26670112,37.4,1,116.28
27813,2452878,24827545,25.6,1,113.224
27828,2451331,24836998,13.1,1,88.5569
27839,2450646,24826169,20.1,1,141.009
27861,2449777,57266811,40.7,1,89.4098
27862,2449575,24827191,0.3,1,113.772
27873,2448376,24837852,42.3,1,154.24
27882,2447522,49676875,4.1,1,107.707
27933,2444065,49674827,45.8,1,133.263
27939,2443333,24832461,20.9,1,131.655
27940,2443329,49674918,12.1,1,120.839
27956,2442413,24832471,39.4,1,123.836
27957,2442329,24832733,47.8,1,130.847
27960,2442215,24791766,39.9,1,121.562
27966,2441961,49674871,38.6,1,120.65
27969,2441642,24831924,39.4,1,145.225
27971,2441633,24832670,25.5,1,167.568
27983,2440658,24837231,0.8,1,85.1684
27986,2440370,24838060,25.7,1,123.413
27990,2440052,26658005,44.8,1,137.669
28028,2436038,26670179,33.9,1,120.23
28053,2434896,24830801,7.3,1,123.542
28098,2432653,57255664,42.9,1,154.808
28108,2431987,49673485,46.6,1,141.876
28115,2431349,49675906,41.1,1,98.6701
28120,2431145,49671246,39.0,1,178.192
28148,2429607,26658190,41.7,1,91.0777
28149,2429573,49679941,6.5,1,231.619
28168,2427882,57260992,50.1,1,95.5601
28173,2427403,24835822,23.1,1,106.912
28175,2427285,24825135,29.3,1,133.112
28192,2426208,49676976,12.8,1,157.65
28194,2425938,24828443,23.3,1,122.582
28196,2425592,49825351,32.7,1,161.359
